left_leg_upper,left_leg_lower,right_leg_upper,right_leg_lower,left_arm_upper,left_arm_lower,right_arm_upper,right_arm_lower,t_left_leg_upper,t_left_leg_lower,t_right_leg_upper,t_right_leg_lower,t_left_arm_upper,t_left_arm_lower,t_right_arm_upper,t_right_arm_lower
27.5,350.5,0.2502747,315,331,42,23,61.5,26.66666,350.6666,0.3335978,315,331.3334,42.66667,22.33334,62
26.66666,350.6666,0.3335978,315,331.3334,42.66667,22.33334,62,25.83333,350.8333,0.416921,315,331.6667,43.33334,21.66667,62.5
25.83333,350.8333,0.416921,315,331.6667,43.33334,21.66667,62.5,25,350.9999,0.5002441,315,332.0001,44.00001,21,63
25,350.9999,0.5002441,315,332.0001,44.00001,21,63,24.16666,351.1666,0.5835673,315,332.3334,44.66668,20.33334,63.5
24.16666,351.1666,0.5835673,315,332.3334,44.66668,20.33334,63.5,23.33333,351.3333,0.6668905,315,332.6667,45.33334,19.66667,64
23.33333,351.3333,0.6668905,315,332.6667,45.33334,19.66667,64,22.49999,351.4999,0.7502137,315,333.0001,46.00001,19.00001,64.5
22.49999,351.4999,0.7502137,315,333.0001,46.00001,19.00001,64.5,21.66666,351.6666,0.8335369,315,333.3334,46.66668,18.33334,65
21.66666,351.6666,0.8335369,315,333.3334,46.66668,18.33334,65,20.83333,351.8332,0.91686,315,333.6668,47.33335,17.66667,65.5
20.83333,351.8332,0.91686,315,333.6668,47.33335,17.66667,65.5,19.99999,351.9999,1.000183,315,334.0001,48.00002,17.00001,66
19.99999,351.9999,1.000183,315,334.0001,48.00002,17.00001,66,19.16666,352.1665,1.083506,315,334.3335,48.66668,16.33334,66.5
19.16666,352.1665,1.083506,315,334.3335,48.66668,16.33334,66.5,18.33332,352.3332,1.166829,315,334.6668,49.33335,15.66667,67
18.33332,352.3332,1.166829,315,334.6668,49.33335,15.66667,67,17.49999,352.4998,1.250153,315,335.0002,50.00002,15.00001,67.5
17.49999,352.4998,1.250153,315,335.0002,50.00002,15.00001,67.5,16.66666,352.6665,1.333476,315,335.3335,50.66669,14.33334,68
16.66666,352.6665,1.333476,315,335.3335,50.66669,14.33334,68,15.83332,352.8332,1.416799,315,335.6668,51.33335,13.66667,68.5
15.83332,352.8332,1.416799,315,335.6668,51.33335,13.66667,68.5,14.99999,352.9998,1.500122,315,336.0002,52.00002,13.00001,69
14.99999,352.9998,1.500122,315,336.0002,52.00002,13.00001,69,14.16666,353.1665,1.583445,315,336.3335,52.66669,12.33334,69.5
14.16666,353.1665,1.583445,315,336.3335,52.66669,12.33334,69.5,13.33332,353.3331,1.666768,315,336.6669,53.33336,11.66667,70
13.33332,353.3331,1.666768,315,336.6669,53.33336,11.66667,70,12.49999,353.4998,1.750091,315,337.0002,54.00003,11.00001,70.5
12.49999,353.4998,1.750091,315,337.0002,54.00003,11.00001,70.5,11.66666,353.6664,1.833414,315,337.3336,54.66669,10.33334,71
11.66666,353.6664,1.833414,315,337.3336,54.66669,10.33334,71,10.83333,353.8331,1.916738,315,337.6669,55.33336,9.666672,71.5
10.83333,353.8331,1.916738,315,337.6669,55.33336,9.666672,71.5,9.999992,353.9998,2.000061,315,338.0002,56.00003,9.000005,72
9.999992,353.9998,2.000061,315,338.0002,56.00003,9.000005,72,9.166659,354.1664,2.083384,315,338.3336,56.6667,8.333338,72.5
9.166659,354.1664,2.083384,315,338.3336,56.6667,8.333338,72.5,8.333326,354.3331,2.166707,315,338.6669,57.33337,7.666671,73
8.333326,354.3331,2.166707,315,338.6669,57.33337,7.666671,73,7.499993,354.4997,2.250031,315,339.0003,58.00003,7.000005,73.5
7.499993,354.4997,2.250031,315,339.0003,58.00003,7.000005,73.5,6.666659,354.6664,2.333354,315,339.3336,58.6667,6.333338,74
6.666659,354.6664,2.333354,315,339.3336,58.6667,6.333338,74,5.833326,354.833,2.416677,315,339.667,59.33337,5.666672,74.5
5.833326,354.833,2.416677,315,339.667,59.33337,5.666672,74.5,5,354.9997,2.5,315,340,60,5.000005,75
5,354.9997,2.5,315,340,60,5.000005,75,5,355,2.5,315,340,60,5,75
5,355,2.5,315,340,60,5,75,5,355,2.5,315,340,60,5,75
